value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
20.58,21.609,2024-01-08T08:30:00Z,2024-01-08T09:00:00Z,
19.78,20.769,2024-01-08T09:00:00Z,2024-01-08T09:30:00Z,
19.32,20.286,2024-01-08T09:30:00Z,2024-01-08T10:00:00Z,
18.9,19.845,2024-01-08T10:00:00Z,2024-01-08T10:30:00Z,
18.38,19.299,2024-01-08T10:30:00Z,2024-01-08T11:00:00Z,
16.85,17.6925,2024-01-08T11:00:00Z,2024-01-08T11:30:00Z,
16.96,17.808,2024-01-08T11:30:00Z,2024-01-08T12:00:00Z,
17.85,18.7425,2024-01-08T12:00:00Z,2024-01-08T12:30:00Z,
17.32,18.186,2024-01-08T12:30:00Z,2024-01-08T13:00:00Z,
18.73,19.6665,2024-01-08T13:00:00Z,2024-01-08T13:30:00Z,
17.81,18.7005,2024-01-08T13:30:00Z,2024-01-08T14:00:00Z,
19.34,20.307,2024-01-08T14:00:00Z,2024-01-08T14:30:00Z,
18.5,19.425,2024-01-08T14:30:00Z,2024-01-08T15:00:00Z,
21.0,22.05,2024-01-08T15:00:00Z,2024-01-08T15:30:00Z,
22.05,23.1525,2024-01-08T15:30:00Z,2024-01-08T16:00:00Z,
35.51,37.2855,2024-01-08T16:00:00Z,2024-01-08T16:30:00Z,
38.2,40.11,2024-01-08T16:30:00Z,2024-01-08T17:00:00Z,
35.26,37.023,2024-01-08T17:00:00Z,2024-01-08T17:30:00Z,
35.47,37.2435,2024-01-08T17:30:00Z,2024-01-08T18:00:00Z,
35.68,37.464,2024-01-08T18:00:00Z,2024-01-08T18:30:00Z,
33.5,35.175,2024-01-08T18:30:00Z,2024-01-08T19:00:00Z,
20.16,21.168,2024-01-08T19:00:00Z,2024-01-08T19:30:00Z,
17.81,18.7005,2024-01-08T19:30:00Z,2024-01-08T20:00:00Z,
17.84,18.732,2024-01-08T20:00:00Z,2024-01-08T20:30:00Z,
18.69,19.6245,2024-01-08T20:30:00Z,2024-01-08T21:00:00Z,
18.16,19.068,2024-01-08T21:00:00Z,2024-01-08T21:30:00Z,
16.4,17.22,2024-01-08T21:30:00Z,2024-01-08T22:00:00Z,
16.59,17.4195,2024-01-08T22:00:00Z,2024-01-08T22:30:00Z,
15.54,16.317,2024-01-08T22:30:00Z,2024-01-08T23:00:00Z,
14.76,15.498,2024-01-08T23:00:00Z,2024-01-08T23:30:00Z,
14.49,15.2145,2024-01-08T23:30:00Z,2024-01-09T00:00:00Z,
14.49,15.2145,2024-01-09T00:00:00Z,2024-01-09T00:30:00Z,
15.16,15.918,2024-01-09T00:30:00Z,2024-01-09T01:00:00Z,
15.2,15.96,2024-01-09T01:00:00Z,2024-01-09T01:30:00Z,
14.49,15.2145,2024-01-09T01:30:00Z,2024-01-09T02:00:00Z,
15.04,15.792,2024-01-09T02:00:00Z,2024-01-09T02:30:00Z,
14.49,15.2145,2024-01-09T02:30:00Z,2024-01-09T03:00:00Z,
14.74,15.477,2024-01-09T03:00:00Z,2024-01-09T03:30:00Z,
14.19,14.8995,2024-01-09T03:30:00Z,2024-01-09T04:00:00Z,
15.5,16.275,2024-01-09T04:00:00Z,2024-01-09T04:30:00Z,
14.64,15.372,2024-01-09T04:30:00Z,2024-01-09T05:00:00Z,
14.91,15.6555,2024-01-09T05:00:00Z,2024-01-09T05:30:00Z,
14.49,15.2145,2024-01-09T05:30:00Z,2024-01-09T06:00:00Z,
14.49,15.2145,2024-01-09T06:00:00Z,2024-01-09T06:30:00Z,
15.96,16.758,2024-01-09T06:30:00Z,2024-01-09T07:00:00Z,
18.06,18.963,2024-01-09T07:00:00Z,2024-01-09T07:30:00Z,
22.05,23.1525,2024-01-09T07:30:00Z,2024-01-09T08:00:00Z,
20.15,21.1575,2024-01-09T08:00:00Z,2024-01-09T08:30:00Z,
22.05,23.1525,2024-01-09T08:30:00Z,2024-01-09T09:00:00Z,
19.05,20.0025,2024-01-09T09:00:00Z,2024-01-09T09:30:00Z,
18.92,19.866,2024-01-09T09:30:00Z,2024-01-09T10:00:00Z,
18.69,19.6245,2024-01-09T10:00:00Z,2024-01-09T10:30:00Z,
18.27,19.1835,2024-01-09T10:30:00Z,2024-01-09T11:00:00Z,
17.62,18.501,2024-01-09T11:00:00Z,2024-01-09T11:30:00Z,
17.96,18.858,2024-01-09T11:30:00Z,2024-01-09T12:00:00Z,
17.51,18.3855,2024-01-09T12:00:00Z,2024-01-09T12:30:00Z,
17.51,18.3855,2024-01-09T12:30:00Z,2024-01-09T13:00:00Z,
18.52,19.446,2024-01-09T13:00:00Z,2024-01-09T13:30:00Z,
17.16,18.018,2024-01-09T13:30:00Z,2024-01-09T14:00:00Z,
19.49,20.4645,2024-01-09T14:00:00Z,2024-01-09T14:30:00Z,
19.3,20.265,2024-01-09T14:30:00Z,2024-01-09T15:00:00Z,
18.27,19.1835,2024-01-09T15:00:00Z,2024-01-09T15:30:00Z,
23.18,24.339,2024-01-09T15:30:00Z,2024-01-09T16:00:00Z,
36.44,38.262,2024-01-09T16:00:00Z,2024-01-09T16:30:00Z,
38.52,40.446,2024-01-09T16:30:00Z,2024-01-09T17:00:00Z,
36.46,38.283,2024-01-09T17:00:00Z,2024-01-09T17:30:00Z,
34.82,36.561,2024-01-09T17:30:00Z,2024-01-09T18:00:00Z,
36.94,38.787,2024-01-09T18:00:00Z,2024-01-09T18:30:00Z,
36.54,38.367,2024-01-09T18:30:00Z,2024-01-09T19:00:00Z,
22.45,23.5725,2024-01-09T19:00:00Z,2024-01-09T19:30:00Z,
21.06,22.113,2024-01-09T19:30:00Z,2024-01-09T20:00:00Z,
20.37,21.3885,2024-01-09T20:00:00Z,2024-01-09T20:30:00Z,
17.01,17.8605,2024-01-09T20:30:00Z,2024-01-09T21:00:00Z,
18.29,19.2045,2024-01-09T21:00:00Z,2024-01-09T21:30:00Z,
15.96,16.758,2024-01-09T21:30:00Z,2024-01-09T22:00:00Z,
17.01,17.8605,2024-01-09T22:00:00Z,2024-01-09T22:30:00Z,
14.64,15.372,2024-01-09T22:30:00Z,2024-01-09T23:00:00Z,
14.45,15.1725,2024-01-09T23:00:00Z,2024-01-09T23:30:00Z,
14.18,14.889,2024-01-09T23:30:00Z,2024-01-10T00:00:00Z,
14.09,14.7945,2024-01-10T00:00:00Z,2024-01-10T00:30:00Z,
16.38,17.199,2024-01-10T00:30:00Z,2024-01-10T01:00:00Z,
14.85,15.5925,2024-01-10T01:00:00Z,2024-01-10T01:30:00Z,
14.32,15.036,2024-01-10T01:30:00Z,2024-01-10T02:00:00Z,
14.32,15.036,2024-01-10T02:00:00Z,2024-01-10T02:30:00Z,
14.32,15.036,2024-01-10T02:30:00Z,2024-01-10T03:00:00Z,
14.32,15.036,2024-01-10T03:00:00Z,2024-01-10T03:30:00Z,
14.18,14.889,2024-01-10T03:30:00Z,2024-01-10T04:00:00Z,
14.83,15.5715,2024-01-10T04:00:00Z,2024-01-10T04:30:00Z,
14.24,14.952,2024-01-10T04:30:00Z,2024-01-10T05:00:00Z,
14.07,14.7735,2024-01-10T05:00:00Z,2024-01-10T05:30:00Z,
14.32,15.036,2024-01-10T05:30:00Z,2024-01-10T06:00:00Z,
15.79,16.5795,2024-01-10T06:00:00Z,2024-01-10T06:30:00Z,
19.91,20.9055,2024-01-10T06:30:00Z,2024-01-10T07:00:00Z,
22.7,23.835,2024-01-10T07:00:00Z,2024-01-10T07:30:00Z,
23.88,25.074,2024-01-10T07:30:00Z,2024-01-10T08:00:00Z,
22.89,24.0345,2024-01-10T08:00:00Z,2024-01-10T08:30:00Z,
24.57,25.7985,2024-01-10T08:30:00Z,2024-01-10T09:00:00Z,
21.19,22.2495,2024-01-10T09:00:00Z,2024-01-10T09:30:00Z,
21.02,22.071,2024-01-10T09:30:00Z,2024-01-10T10:00:00Z,
20.58,21.609,2024-01-10T10:00:00Z,2024-01-10T10:30:00Z,
20.16,21.168,2024-01-10T10:30:00Z,2024-01-10T11:00:00Z,
19.95,20.9475,2024-01-10T11:00:00Z,2024-01-10T11:30:00Z,
20.58,21.609,2024-01-10T11:30:00Z,2024-01-10T12:00:00Z,
20.16,21.168,2024-01-10T12:00:00Z,2024-01-10T12:30:00Z,
18.9,19.845,2024-01-10T12:30:00Z,2024-01-10T13:00:00Z,
19.32,20.286,2024-01-10T13:00:00Z,2024-01-10T13:30:00Z,
16.67,17.5035,2024-01-10T13:30:00Z,2024-01-10T14:00:00Z,
21.0,22.05,2024-01-10T14:00:00Z,2024-01-10T14:30:00Z,
21.0,22.05,2024-01-10T14:30:00Z,2024-01-10T15:00:00Z,
22.51,23.6355,2024-01-10T15:00:00Z,2024-01-10T15:30:00Z,
24.68,25.914,2024-01-10T15:30:00Z,2024-01-10T16:00:00Z,
36.94,38.787,2024-01-10T16:00:00Z,2024-01-10T16:30:00Z,
38.91,40.8555,2024-01-10T16:30:00Z,2024-01-10T17:00:00Z,
37.17,39.0285,2024-01-10T17:00:00Z,2024-01-10T17:30:00Z,
37.78,39.669,2024-01-10T17:30:00Z,2024-01-10T18:00:00Z,
37.36,39.228,2024-01-10T18:00:00Z,2024-01-10T18:30:00Z,
37.0,38.85,2024-01-10T18:30:00Z,2024-01-10T19:00:00Z,
22.85,23.9925,2024-01-10T19:00:00Z,2024-01-10T19:30:00Z,
22.05,23.1525,2024-01-10T19:30:00Z,2024-01-10T20:00:00Z,
20.06,21.063,2024-01-10T20:00:00Z,2024-01-10T20:30:00Z,
18.8,19.74,2024-01-10T20:30:00Z,2024-01-10T21:00:00Z,
21.42,22.491,2024-01-10T21:00:00Z,2024-01-10T21:30:00Z,
18.12,19.026,2024-01-10T21:30:00Z,2024-01-10T22:00:00Z,
16.82,17.661,2024-01-10T22:00:00Z,2024-01-10T22:30:00Z,
15.46,16.233,2024-01-10T22:30:00Z,2024-01-10T23:00:00Z,
17.35,18.2175,2024-01-10T23:00:00Z,2024-01-10T23:30:00Z,
15.79,16.5795,2024-01-10T23:30:00Z,2024-01-11T00:00:00Z,
14.43,15.1515,2024-01-11T00:00:00Z,2024-01-11T00:30:00Z,
16.51,17.3355,2024-01-11T00:30:00Z,2024-01-11T01:00:00Z,
15.54,16.317,2024-01-11T01:00:00Z,2024-01-11T01:30:00Z,
14.68,15.414,2024-01-11T01:30:00Z,2024-01-11T02:00:00Z,
15.48,16.254,2024-01-11T02:00:00Z,2024-01-11T02:30:00Z,
14.51,15.2355,2024-01-11T02:30:00Z,2024-01-11T03:00:00Z,
15.56,16.338,2024-01-11T03:00:00Z,2024-01-11T03:30:00Z,
14.74,15.477,2024-01-11T03:30:00Z,2024-01-11T04:00:00Z,
15.56,16.338,2024-01-11T04:00:00Z,2024-01-11T04:30:00Z,
14.7,15.435,2024-01-11T04:30:00Z,2024-01-11T05:00:00Z,
15.54,16.317,2024-01-11T05:00:00Z,2024-01-11T05:30:00Z,
15.75,16.5375,2024-01-11T05:30:00Z,2024-01-11T06:00:00Z,
17.81,18.7005,2024-01-11T06:00:00Z,2024-01-11T06:30:00Z,
21.42,22.491,2024-01-11T06:30:00Z,2024-01-11T07:00:00Z,
22.34,23.457,2024-01-11T07:00:00Z,2024-01-11T07:30:00Z,
24.7,25.935,2024-01-11T07:30:00Z,2024-01-11T08:00:00Z,
19.32,20.286,2024-01-11T08:00:00Z,2024-01-11T08:30:00Z,
22.68,23.814,2024-01-11T08:30:00Z,2024-01-11T09:00:00Z,
21.44,22.512,2024-01-11T09:00:00Z,2024-01-11T09:30:00Z,
20.6,21.63,2024-01-11T09:30:00Z,2024-01-11T10:00:00Z,
20.16,21.168,2024-01-11T10:00:00Z,2024-01-11T10:30:00Z,
19.36,20.328,2024-01-11T10:30:00Z,2024-01-11T11:00:00Z,
18.04,18.942,2024-01-11T11:00:00Z,2024-01-11T11:30:00Z,
18.14,19.047,2024-01-11T11:30:00Z,2024-01-11T12:00:00Z,
19.42,20.391,2024-01-11T12:00:00Z,2024-01-11T12:30:00Z,
17.66,18.543,2024-01-11T12:30:00Z,2024-01-11T13:00:00Z,
19.38,20.349,2024-01-11T13:00:00Z,2024-01-11T13:30:00Z,
18.06,18.963,2024-01-11T13:30:00Z,2024-01-11T14:00:00Z,
20.83,21.8715,2024-01-11T14:00:00Z,2024-01-11T14:30:00Z,
20.29,21.3045,2024-01-11T14:30:00Z,2024-01-11T15:00:00Z,
19.3,20.265,2024-01-11T15:00:00Z,2024-01-11T15:30:00Z,
22.49,23.6145,2024-01-11T15:30:00Z,2024-01-11T16:00:00Z,
33.85,35.5425,2024-01-11T16:00:00Z,2024-01-11T16:30:00Z,
38.2,40.11,2024-01-11T16:30:00Z,2024-01-11T17:00:00Z,
36.9,38.745,2024-01-11T17:00:00Z,2024-01-11T17:30:00Z,
37.68,39.564,2024-01-11T17:30:00Z,2024-01-11T18:00:00Z,
36.86,38.703,2024-01-11T18:00:00Z,2024-01-11T18:30:00Z,
34.17,35.8785,2024-01-11T18:30:00Z,2024-01-11T19:00:00Z,
22.05,23.1525,2024-01-11T19:00:00Z,2024-01-11T19:30:00Z,
21.04,22.092,2024-01-11T19:30:00Z,2024-01-11T20:00:00Z,
21.17,22.2285,2024-01-11T20:00:00Z,2024-01-11T20:30:00Z,
18.92,19.866,2024-01-11T20:30:00Z,2024-01-11T21:00:00Z,
18.82,19.761,2024-01-11T21:00:00Z,2024-01-11T21:30:00Z,
17.7,18.585,2024-01-11T21:30:00Z,2024-01-11T22:00:00Z,
16.8,17.64,2024-01-11T22:00:00Z,2024-01-11T22:30:00Z,
14.76,15.498,2024-01-11T22:30:00Z,2024-01-11T23:00:00Z,
14.7,15.435,2024-01-11T23:00:00Z,2024-01-11T23:30:00Z,
14.55,15.2775,2024-01-11T23:30:00Z,2024-01-12T00:00:00Z,
13.96,14.658,2024-01-12T00:00:00Z,2024-01-12T00:30:00Z,
14.68,15.414,2024-01-12T00:30:00Z,2024-01-12T01:00:00Z,
14.55,15.2775,2024-01-12T01:00:00Z,2024-01-12T01:30:00Z,
14.41,15.1305,2024-01-12T01:30:00Z,2024-01-12T02:00:00Z,
14.49,15.2145,2024-01-12T02:00:00Z,2024-01-12T02:30:00Z,
14.07,14.7735,2024-01-12T02:30:00Z,2024-01-12T03:00:00Z,
14.55,15.2775,2024-01-12T03:00:00Z,2024-01-12T03:30:00Z,
14.01,14.7105,2024-01-12T03:30:00Z,2024-01-12T04:00:00Z,
14.55,15.2775,2024-01-12T04:00:00Z,2024-01-12T04:30:00Z,
14.55,15.2775,2024-01-12T04:30:00Z,2024-01-12T05:00:00Z,
14.34,15.057,2024-01-12T05:00:00Z,2024-01-12T05:30:00Z,
14.34,15.057,2024-01-12T05:30:00Z,2024-01-12T06:00:00Z,
17.77,18.6585,2024-01-12T06:00:00Z,2024-01-12T06:30:00Z,
19.91,20.9055,2024-01-12T06:30:00Z,2024-01-12T07:00:00Z,
22.89,24.0345,2024-01-12T07:00:00Z,2024-01-12T07:30:00Z,
24.19,25.3995,2024-01-12T07:30:00Z,2024-01-12T08:00:00Z,
22.7,23.835,2024-01-12T08:00:00Z,2024-01-12T08:30:00Z,
24.86,26.103,2024-01-12T08:30:00Z,2024-01-12T09:00:00Z,
22.09,23.1945,2024-01-12T09:00:00Z,2024-01-12T09:30:00Z,
22.7,23.835,2024-01-12T09:30:00Z,2024-01-12T10:00:00Z,
20.83,21.8715,2024-01-12T10:00:00Z,2024-01-12T10:30:00Z,
21.08,22.134,2024-01-12T10:30:00Z,2024-01-12T11:00:00Z,
19.53,20.5065,2024-01-12T11:00:00Z,2024-01-12T11:30:00Z,
20.08,21.084,2024-01-12T11:30:00Z,2024-01-12T12:00:00Z,
19.99,20.9895,2024-01-12T12:00:00Z,2024-01-12T12:30:00Z,
18.65,19.5825,2024-01-12T12:30:00Z,2024-01-12T13:00:00Z,
19.34,20.307,2024-01-12T13:00:00Z,2024-01-12T13:30:00Z,
17.66,18.543,2024-01-12T13:30:00Z,2024-01-12T14:00:00Z,
20.16,21.168,2024-01-12T14:00:00Z,2024-01-12T14:30:00Z,
18.94,19.887,2024-01-12T14:30:00Z,2024-01-12T15:00:00Z,
20.16,21.168,2024-01-12T15:00:00Z,2024-01-12T15:30:00Z,
21.46,22.533,2024-01-12T15:30:00Z,2024-01-12T16:00:00Z,
32.32,33.936,2024-01-12T16:00:00Z,2024-01-12T16:30:00Z,
36.1,37.905,2024-01-12T16:30:00Z,2024-01-12T17:00:00Z,
32.74,34.377,2024-01-12T17:00:00Z,2024-01-12T17:30:00Z,
33.16,34.818,2024-01-12T17:30:00Z,2024-01-12T18:00:00Z,
33.58,35.259,2024-01-12T18:00:00Z,2024-01-12T18:30:00Z,
31.9,33.495,2024-01-12T18:30:00Z,2024-01-12T19:00:00Z,
21.0,22.05,2024-01-12T19:00:00Z,2024-01-12T19:30:00Z,
18.14,19.047,2024-01-12T19:30:00Z,2024-01-12T20:00:00Z,
18.48,19.404,2024-01-12T20:00:00Z,2024-01-12T20:30:00Z,
17.72,18.606,2024-01-12T20:30:00Z,2024-01-12T21:00:00Z,
17.45,18.3225,2024-01-12T21:00:00Z,2024-01-12T21:30:00Z,
15.77,16.5585,2024-01-12T21:30:00Z,2024-01-12T22:00:00Z,
14.91,15.6555,2024-01-12T22:00:00Z,2024-01-12T22:30:00Z,
14.91,15.6555,2024-01-12T22:30:00Z,2024-01-12T23:00:00Z,
17.66,18.543,2024-01-12T23:00:00Z,2024-01-12T23:30:00Z,
16.8,17.64,2024-01-12T23:30:00Z,2024-01-13T00:00:00Z,
14.03,14.7315,2024-01-13T00:00:00Z,2024-01-13T00:30:00Z,
18.48,19.404,2024-01-13T00:30:00Z,2024-01-13T01:00:00Z,
16.13,16.9365,2024-01-13T01:00:00Z,2024-01-13T01:30:00Z,
14.7,15.435,2024-01-13T01:30:00Z,2024-01-13T02:00:00Z,
14.7,15.435,2024-01-13T02:00:00Z,2024-01-13T02:30:00Z,
14.28,14.994,2024-01-13T02:30:00Z,2024-01-13T03:00:00Z,
14.64,15.372,2024-01-13T03:00:00Z,2024-01-13T03:30:00Z,
13.65,14.3325,2024-01-13T03:30:00Z,2024-01-13T04:00:00Z,
13.86,14.553,2024-01-13T04:00:00Z,2024-01-13T04:30:00Z,
13.65,14.3325,2024-01-13T04:30:00Z,2024-01-13T05:00:00Z,
14.66,15.393,2024-01-13T05:00:00Z,2024-01-13T05:30:00Z,
14.95,15.6975,2024-01-13T05:30:00Z,2024-01-13T06:00:00Z,
15.04,15.792,2024-01-13T06:00:00Z,2024-01-13T06:30:00Z,
14.7,15.435,2024-01-13T06:30:00Z,2024-01-13T07:00:00Z,
15.64,16.422,2024-01-13T07:00:00Z,2024-01-13T07:30:00Z,
16.8,17.64,2024-01-13T07:30:00Z,2024-01-13T08:00:00Z,
16.02,16.821,2024-01-13T08:00:00Z,2024-01-13T08:30:00Z,
19.74,20.727,2024-01-13T08:30:00Z,2024-01-13T09:00:00Z,
18.06,18.963,2024-01-13T09:00:00Z,2024-01-13T09:30:00Z,
19.13,20.0865,2024-01-13T09:30:00Z,2024-01-13T10:00:00Z,
17.72,18.606,2024-01-13T10:00:00Z,2024-01-13T10:30:00Z,
17.47,18.3435,2024-01-13T10:30:00Z,2024-01-13T11:00:00Z,
14.03,14.7315,2024-01-13T11:00:00Z,2024-01-13T11:30:00Z,
14.03,14.7315,2024-01-13T11:30:00Z,2024-01-13T12:00:00Z,
14.03,14.7315,2024-01-13T12:00:00Z,2024-01-13T12:30:00Z,
14.28,14.994,2024-01-13T12:30:00Z,2024-01-13T13:00:00Z,
14.49,15.2145,2024-01-13T13:00:00Z,2024-01-13T13:30:00Z,
14.03,14.7315,2024-01-13T13:30:00Z,2024-01-13T14:00:00Z,
14.7,15.435,2024-01-13T14:00:00Z,2024-01-13T14:30:00Z,
14.7,15.435,2024-01-13T14:30:00Z,2024-01-13T15:00:00Z,
15.22,15.981,2024-01-13T15:00:00Z,2024-01-13T15:30:00Z,
17.64,18.522,2024-01-13T15:30:00Z,2024-01-13T16:00:00Z,
31.69,33.2745,2024-01-13T16:00:00Z,2024-01-13T16:30:00Z,
35.26,37.023,2024-01-13T16:30:00Z,2024-01-13T17:00:00Z,
33.58,35.259,2024-01-13T17:00:00Z,2024-01-13T17:30:00Z,
33.58,35.259,2024-01-13T17:30:00Z,2024-01-13T18:00:00Z,
32.68,34.314,2024-01-13T18:00:00Z,2024-01-13T18:30:00Z,
30.64,32.172,2024-01-13T18:30:00Z,2024-01-13T19:00:00Z,
21.94,23.037,2024-01-13T19:00:00Z,2024-01-13T19:30:00Z,
17.57,18.4485,2024-01-13T19:30:00Z,2024-01-13T20:00:00Z,
17.14,17.997,2024-01-13T20:00:00Z,2024-01-13T20:30:00Z,
16.46,17.283,2024-01-13T20:30:00Z,2024-01-13T21:00:00Z,
18.06,18.963,2024-01-13T21:00:00Z,2024-01-13T21:30:00Z,
14.7,15.435,2024-01-13T21:30:00Z,2024-01-13T22:00:00Z,
16.46,17.283,2024-01-13T22:00:00Z,2024-01-13T22:30:00Z,
14.03,14.7315,2024-01-13T22:30:00Z,2024-01-13T23:00:00Z,
14.64,15.372,2024-01-13T23:00:00Z,2024-01-13T23:30:00Z,
17.81,18.7005,2024-01-13T23:30:00Z,2024-01-14T00:00:00Z,
14.64,15.372,2024-01-14T00:00:00Z,2024-01-14T00:30:00Z,
17.64,18.522,2024-01-14T00:30:00Z,2024-01-14T01:00:00Z,
18.73,19.6665,2024-01-14T01:00:00Z,2024-01-14T01:30:00Z,
14.91,15.6555,2024-01-14T01:30:00Z,2024-01-14T02:00:00Z,
14.83,15.5715,2024-01-14T02:00:00Z,2024-01-14T02:30:00Z,
14.66,15.393,2024-01-14T02:30:00Z,2024-01-14T03:00:00Z,
15.46,16.233,2024-01-14T03:00:00Z,2024-01-14T03:30:00Z,
14.64,15.372,2024-01-14T03:30:00Z,2024-01-14T04:00:00Z,
14.64,15.372,2024-01-14T04:00:00Z,2024-01-14T04:30:00Z,
13.27,13.9335,2024-01-14T04:30:00Z,2024-01-14T05:00:00Z,
13.86,14.553,2024-01-14T05:00:00Z,2024-01-14T05:30:00Z,
13.73,14.4165,2024-01-14T05:30:00Z,2024-01-14T06:00:00Z,
14.45,15.1725,2024-01-14T06:00:00Z,2024-01-14T06:30:00Z,
13.69,14.3745,2024-01-14T06:30:00Z,2024-01-14T07:00:00Z,
14.64,15.372,2024-01-14T07:00:00Z,2024-01-14T07:30:00Z,
14.64,15.372,2024-01-14T07:30:00Z,2024-01-14T08:00:00Z,
14.64,15.372,2024-01-14T08:00:00Z,2024-01-14T08:30:00Z,
16.99,17.8395,2024-01-14T08:30:00Z,2024-01-14T09:00:00Z,
16.46,17.283,2024-01-14T09:00:00Z,2024-01-14T09:30:00Z,
19.11,20.0655,2024-01-14T09:30:00Z,2024-01-14T10:00:00Z,
16.06,16.863,2024-01-14T10:00:00Z,2024-01-14T10:30:00Z,
16.17,16.9785,2024-01-14T10:30:00Z,2024-01-14T11:00:00Z,
14.64,15.372,2024-01-14T11:00:00Z,2024-01-14T11:30:00Z,
15.39,16.1595,2024-01-14T11:30:00Z,2024-01-14T12:00:00Z,
14.64,15.372,2024-01-14T12:00:00Z,2024-01-14T12:30:00Z,
14.64,15.372,2024-01-14T12:30:00Z,2024-01-14T13:00:00Z,
18.9,19.845,2024-01-14T13:00:00Z,2024-01-14T13:30:00Z,
14.64,15.372,2024-01-14T13:30:00Z,2024-01-14T14:00:00Z,
16.46,17.283,2024-01-14T14:00:00Z,2024-01-14T14:30:00Z,
14.13,14.8365,2024-01-14T14:30:00Z,2024-01-14T15:00:00Z,
16.38,17.199,2024-01-14T15:00:00Z,2024-01-14T15:30:00Z,
18.9,19.845,2024-01-14T15:30:00Z,2024-01-14T16:00:00Z,
28.16,29.568,2024-01-14T16:00:00Z,2024-01-14T16:30:00Z,
33.16,34.818,2024-01-14T16:30:00Z,2024-01-14T17:00:00Z,
32.66,34.293,2024-01-14T17:00:00Z,2024-01-14T17:30:00Z,
31.14,32.697,2024-01-14T17:30:00Z,2024-01-14T18:00:00Z,
32.36,33.978,2024-01-14T18:00:00Z,2024-01-14T18:30:00Z,
27.64,29.022,2024-01-14T18:30:00Z,2024-01-14T19:00:00Z,
16.8,17.64,2024-01-14T19:00:00Z,2024-01-14T19:30:00Z,
15.02,15.771,2024-01-14T19:30:00Z,2024-01-14T20:00:00Z,
15.25,16.0125,2024-01-14T20:00:00Z,2024-01-14T20:30:00Z,
15.08,15.834,2024-01-14T20:30:00Z,2024-01-14T21:00:00Z,
15.75,16.5375,2024-01-14T21:00:00Z,2024-01-14T21:30:00Z,
15.02,15.771,2024-01-14T21:30:00Z,2024-01-14T22:00:00Z,
14.07,14.7735,2024-01-14T22:00:00Z,2024-01-14T22:30:00Z,
13.65,14.3325,2024-01-14T22:30:00Z,2024-01-14T23:00:00Z,
13.8,14.49,2024-01-14T23:00:00Z,2024-01-14T23:30:00Z,
14.7,15.435,2024-01-14T23:30:00Z,2024-01-15T00:00:00Z,
13.65,14.3325,2024-01-15T00:00:00Z,2024-01-15T00:30:00Z,
14.89,15.6345,2024-01-15T00:30:00Z,2024-01-15T01:00:00Z,
13.65,14.3325,2024-01-15T01:00:00Z,2024-01-15T01:30:00Z,
12.47,13.0935,2024-01-15T01:30:00Z,2024-01-15T02:00:00Z,
13.65,14.3325,2024-01-15T02:00:00Z,2024-01-15T02:30:00Z,
13.06,13.713,2024-01-15T02:30:00Z,2024-01-15T03:00:00Z,
14.15,14.8575,2024-01-15T03:00:00Z,2024-01-15T03:30:00Z,
13.8,14.49,2024-01-15T03:30:00Z,2024-01-15T04:00:00Z,
14.11,14.8155,2024-01-15T04:00:00Z,2024-01-15T04:30:00Z,
14.11,14.8155,2024-01-15T04:30:00Z,2024-01-15T05:00:00Z,
16.19,16.9995,2024-01-15T05:00:00Z,2024-01-15T05:30:00Z,
14.74,15.477,2024-01-15T05:30:00Z,2024-01-15T06:00:00Z,
16.8,17.64,2024-01-15T06:00:00Z,2024-01-15T06:30:00Z,
14.7,15.435,2024-01-15T06:30:00Z,2024-01-15T07:00:00Z,
15.14,15.897,2024-01-15T07:00:00Z,2024-01-15T07:30:00Z,
20.58,21.609,2024-01-15T07:30:00Z,2024-01-15T08:00:00Z,
17.47,18.3435,2024-01-15T08:00:00Z,2024-01-15T08:30:00Z,
17.79,18.6795,2024-01-15T08:30:00Z,2024-01-15T09:00:00Z,
17.47,18.3435,2024-01-15T09:00:00Z,2024-01-15T09:30:00Z,
17.43,18.3015,2024-01-15T09:30:00Z,2024-01-15T10:00:00Z,
17.16,18.018,2024-01-15T10:00:00Z,2024-01-15T10:30:00Z,
14.28,14.994,2024-01-15T10:30:00Z,2024-01-15T11:00:00Z,
15.5,16.275,2024-01-15T11:00:00Z,2024-01-15T11:30:00Z,
16.38,17.199,2024-01-15T11:30:00Z,2024-01-15T12:00:00Z,
16.57,17.3985,2024-01-15T12:00:00Z,2024-01-15T12:30:00Z,
16.8,17.64,2024-01-15T12:30:00Z,2024-01-15T13:00:00Z,
15.78,16.569,2024-01-15T13:00:00Z,2024-01-15T13:30:00Z,
14.11,14.8155,2024-01-15T13:30:00Z,2024-01-15T14:00:00Z,
16.8,17.64,2024-01-15T14:00:00Z,2024-01-15T14:30:00Z,
16.57,17.3985,2024-01-15T14:30:00Z,2024-01-15T15:00:00Z,
14.11,14.8155,2024-01-15T15:00:00Z,2024-01-15T15:30:00Z,
20.34,21.357,2024-01-15T15:30:00Z,2024-01-15T16:00:00Z,
29.13,30.5865,2024-01-15T16:00:00Z,2024-01-15T16:30:00Z,
35.41,37.1805,2024-01-15T16:30:00Z,2024-01-15T17:00:00Z,
33.71,35.3955,2024-01-15T17:00:00Z,2024-01-15T17:30:00Z,
