from,to,intensity_forecast,intensity_actual,intensity_index
2024-01-09T20:00Z,2024-01-09T20:30Z,237,240,high
2024-01-09T20:30Z,2024-01-09T21:00Z,240,239,high
2024-01-09T21:00Z,2024-01-09T21:30Z,236,227,high
2024-01-09T21:30Z,2024-01-09T22:00Z,228,212,high
2024-01-09T22:00Z,2024-01-09T22:30Z,217,201,high
2024-01-09T22:30Z,2024-01-09T23:00Z,199,205,high
2024-01-09T23:00Z,2024-01-09T23:30Z,185,206,high
2024-01-09T23:30Z,2024-01-10T00:00Z,198,211,high
2024-01-10T00:00Z,2024-01-10T00:30Z,186,218,high
2024-01-10T00:30Z,2024-01-10T01:00Z,212,217,high
2024-01-10T01:00Z,2024-01-10T01:30Z,215,218,high
2024-01-10T01:30Z,2024-01-10T02:00Z,212,222,high
2024-01-10T02:00Z,2024-01-10T02:30Z,219,226,high
2024-01-10T02:30Z,2024-01-10T03:00Z,221,228,high
2024-01-10T03:00Z,2024-01-10T03:30Z,224,229,high
2024-01-10T03:30Z,2024-01-10T04:00Z,221,233,high
2024-01-10T04:00Z,2024-01-10T04:30Z,228,233,high
2024-01-10T04:30Z,2024-01-10T05:00Z,234,237,high
2024-01-10T05:00Z,2024-01-10T05:30Z,237,243,high
2024-01-10T05:30Z,2024-01-10T06:00Z,251,251,high
2024-01-10T06:00Z,2024-01-10T06:30Z,273,261,high
2024-01-10T06:30Z,2024-01-10T07:00Z,256,268,high
2024-01-10T07:00Z,2024-01-10T07:30Z,260,266,high
2024-01-10T07:30Z,2024-01-10T08:00Z,266,269,high
2024-01-10T08:00Z,2024-01-10T08:30Z,267,270,very high
2024-01-10T08:30Z,2024-01-10T09:00Z,267,266,high
2024-01-10T09:00Z,2024-01-10T09:30Z,268,268,high
2024-01-10T09:30Z,2024-01-10T10:00Z,264,265,high
2024-01-10T10:00Z,2024-01-10T10:30Z,268,262,high
2024-01-10T10:30Z,2024-01-10T11:00Z,261,257,high
2024-01-10T11:00Z,2024-01-10T11:30Z,257,252,high
2024-01-10T11:30Z,2024-01-10T12:00Z,253,252,high
2024-01-10T12:00Z,2024-01-10T12:30Z,246,249,high
2024-01-10T12:30Z,2024-01-10T13:00Z,244,249,high
2024-01-10T13:00Z,2024-01-10T13:30Z,250,250,high
2024-01-10T13:30Z,2024-01-10T14:00Z,249,248,high
2024-01-10T14:00Z,2024-01-10T14:30Z,252,250,high
2024-01-10T14:30Z,2024-01-10T15:00Z,251,248,high
2024-01-10T15:00Z,2024-01-10T15:30Z,253,255,high
2024-01-10T15:30Z,2024-01-10T16:00Z,252,250,high
2024-01-10T16:00Z,2024-01-10T16:30Z,253,251,high
2024-01-10T16:30Z,2024-01-10T17:00Z,250,248,high
2024-01-10T17:00Z,2024-01-10T17:30Z,250,247,high
2024-01-10T17:30Z,2024-01-10T18:00Z,245,242,high
2024-01-10T18:00Z,2024-01-10T18:30Z,247,244,high
2024-01-10T18:30Z,2024-01-10T19:00Z,245,257,high
2024-01-10T19:00Z,2024-01-10T19:30Z,247,254,high
2024-01-10T19:30Z,2024-01-10T20:00Z,257,252,high
2024-01-10T20:00Z,2024-01-10T20:30Z,256,252,high
2024-01-10T20:30Z,2024-01-10T21:00Z,253,252,high
2024-01-10T21:00Z,2024-01-10T21:30Z,249,249,high
2024-01-10T21:30Z,2024-01-10T22:00Z,248,246,high
2024-01-10T22:00Z,2024-01-10T22:30Z,241,241,high
2024-01-10T22:30Z,2024-01-10T23:00Z,232,242,high
2024-01-10T23:00Z,2024-01-10T23:30Z,214,242,high
2024-01-10T23:30Z,2024-01-11T00:00Z,204,242,high
2024-01-11T00:00Z,2024-01-11T00:30Z,206,250,high
2024-01-11T00:30Z,2024-01-11T01:00Z,247,251,high
2024-01-11T01:00Z,2024-01-11T01:30Z,251,252,high
2024-01-11T01:30Z,2024-01-11T02:00Z,249,255,high
2024-01-11T02:00Z,2024-01-11T02:30Z,249,256,high
2024-01-11T02:30Z,2024-01-11T03:00Z,253,255,high
2024-01-11T03:00Z,2024-01-11T03:30Z,258,250,high
2024-01-11T03:30Z,2024-01-11T04:00Z,255,249,high
2024-01-11T04:00Z,2024-01-11T04:30Z,252,248,high
2024-01-11T04:30Z,2024-01-11T05:00Z,256,253,high
2024-01-11T05:00Z,2024-01-11T05:30Z,251,250,high
2024-01-11T05:30Z,2024-01-11T06:00Z,264,257,high
2024-01-11T06:00Z,2024-01-11T06:30Z,264,273,very high
2024-01-11T06:30Z,2024-01-11T07:00Z,263,279,very high
2024-01-11T07:00Z,2024-01-11T07:30Z,269,283,very high
2024-01-11T07:30Z,2024-01-11T08:00Z,277,283,very high
2024-01-11T08:00Z,2024-01-11T08:30Z,287,281,very high
2024-01-11T08:30Z,2024-01-11T09:00Z,289,275,very high
2024-01-11T09:00Z,2024-01-11T09:30Z,278,276,very high
2024-01-11T09:30Z,2024-01-11T10:00Z,274,275,very high
2024-01-11T10:00Z,2024-01-11T10:30Z,273,273,very high
2024-01-11T10:30Z,2024-01-11T11:00Z,272,271,very high
2024-01-11T11:00Z,2024-01-11T11:30Z,270,270,very high
2024-01-11T11:30Z,2024-01-11T12:00Z,270,270,very high
2024-01-11T12:00Z,2024-01-11T12:30Z,271,267,high
2024-01-11T12:30Z,2024-01-11T13:00Z,269,259,high
2024-01-11T13:00Z,2024-01-11T13:30Z,264,256,high
2024-01-11T13:30Z,2024-01-11T14:00Z,257,255,high
2024-01-11T14:00Z,2024-01-11T14:30Z,256,253,high
2024-01-11T14:30Z,2024-01-11T15:00Z,257,244,high
2024-01-11T15:00Z,2024-01-11T15:30Z,253,243,high
2024-01-11T15:30Z,2024-01-11T16:00Z,247,253,high
2024-01-11T16:00Z,2024-01-11T16:30Z,241,254,high
2024-01-11T16:30Z,2024-01-11T17:00Z,251,253,high
2024-01-11T17:00Z,2024-01-11T17:30Z,255,254,high
2024-01-11T17:30Z,2024-01-11T18:00Z,251,259,high
2024-01-11T18:00Z,2024-01-11T18:30Z,248,264,high
2024-01-11T18:30Z,2024-01-11T19:00Z,256,266,high
2024-01-11T19:00Z,2024-01-11T19:30Z,263,274,very high
2024-01-11T19:30Z,2024-01-11T20:00Z,268,283,very high
2024-01-11T20:00Z,2024-01-11T20:30Z,272,282,very high
2024-01-11T20:30Z,2024-01-11T21:00Z,280,284,very high
2024-01-11T21:00Z,2024-01-11T21:30Z,279,278,very high
2024-01-11T21:30Z,2024-01-11T22:00Z,277,273,very high
2024-01-11T22:00Z,2024-01-11T22:30Z,268,272,very high
2024-01-11T22:30Z,2024-01-11T23:00Z,259,270,very high
2024-01-11T23:00Z,2024-01-11T23:30Z,255,267,high
2024-01-11T23:30Z,2024-01-12T00:00Z,269,267,high
2024-01-12T00:00Z,2024-01-12T00:30Z,265,269,high
2024-01-12T00:30Z,2024-01-12T01:00Z,266,265,high
2024-01-12T01:00Z,2024-01-12T01:30Z,267,260,high
2024-01-12T01:30Z,2024-01-12T02:00Z,261,262,high
2024-01-12T02:00Z,2024-01-12T02:30Z,261,269,high
2024-01-12T02:30Z,2024-01-12T03:00Z,261,275,very high
2024-01-12T03:00Z,2024-01-12T03:30Z,267,274,very high
2024-01-12T03:30Z,2024-01-12T04:00Z,275,278,very high
2024-01-12T04:00Z,2024-01-12T04:30Z,265,280,very high
2024-01-12T04:30Z,2024-01-12T05:00Z,278,282,very high
2024-01-12T05:00Z,2024-01-12T05:30Z,285,282,very high
2024-01-12T05:30Z,2024-01-12T06:00Z,292,291,very high
2024-01-12T06:00Z,2024-01-12T06:30Z,293,292,very high
2024-01-12T06:30Z,2024-01-12T07:00Z,300,293,very high
2024-01-12T07:00Z,2024-01-12T07:30Z,293,294,very high
2024-01-12T07:30Z,2024-01-12T08:00Z,294,294,very high
2024-01-12T08:00Z,2024-01-12T08:30Z,294,295,very high
2024-01-12T08:30Z,2024-01-12T09:00Z,295,292,very high
2024-01-12T09:00Z,2024-01-12T09:30Z,299,293,very high
2024-01-12T09:30Z,2024-01-12T10:00Z,294,286,very high
2024-01-12T10:00Z,2024-01-12T10:30Z,293,285,very high
2024-01-12T10:30Z,2024-01-12T11:00Z,290,283,very high
2024-01-12T11:00Z,2024-01-12T11:30Z,287,283,very high
2024-01-12T11:30Z,2024-01-12T12:00Z,286,282,very high
2024-01-12T12:00Z,2024-01-12T12:30Z,284,281,very high
2024-01-12T12:30Z,2024-01-12T13:00Z,283,283,very high
2024-01-12T13:00Z,2024-01-12T13:30Z,282,284,very high
2024-01-12T13:30Z,2024-01-12T14:00Z,281,279,very high
2024-01-12T14:00Z,2024-01-12T14:30Z,284,278,very high
2024-01-12T14:30Z,2024-01-12T15:00Z,282,276,very high
2024-01-12T15:00Z,2024-01-12T15:30Z,281,272,very high
2024-01-12T15:30Z,2024-01-12T16:00Z,276,276,very high
2024-01-12T16:00Z,2024-01-12T16:30Z,275,271,very high
2024-01-12T16:30Z,2024-01-12T17:00Z,275,275,very high
2024-01-12T17:00Z,2024-01-12T17:30Z,268,275,very high
2024-01-12T17:30Z,2024-01-12T18:00Z,273,277,very high
2024-01-12T18:00Z,2024-01-12T18:30Z,272,275,very high
2024-01-12T18:30Z,2024-01-12T19:00Z,276,270,very high
2024-01-12T19:00Z,2024-01-12T19:30Z,277,275,very high
2024-01-12T19:30Z,2024-01-12T20:00Z,272,291,very high
2024-01-12T20:00Z,2024-01-12T20:30Z,271,289,very high
2024-01-12T20:30Z,2024-01-12T21:00Z,279,285,very high
2024-01-12T21:00Z,2024-01-12T21:30Z,271,276,very high
2024-01-12T21:30Z,2024-01-12T22:00Z,279,269,high
2024-01-12T22:00Z,2024-01-12T22:30Z,250,262,high
2024-01-12T22:30Z,2024-01-12T23:00Z,239,238,high
2024-01-12T23:00Z,2024-01-12T23:30Z,248,231,high
2024-01-12T23:30Z,2024-01-13T00:00Z,240,223,high
2024-01-13T00:00Z,2024-01-13T00:30Z,226,219,high
2024-01-13T00:30Z,2024-01-13T01:00Z,229,213,high
2024-01-13T01:00Z,2024-01-13T01:30Z,215,206,high
2024-01-13T01:30Z,2024-01-13T02:00Z,211,201,high
2024-01-13T02:00Z,2024-01-13T02:30Z,199,201,high
2024-01-13T02:30Z,2024-01-13T03:00Z,197,198,high
2024-01-13T03:00Z,2024-01-13T03:30Z,198,193,high
2024-01-13T03:30Z,2024-01-13T04:00Z,192,187,moderate
2024-01-13T04:00Z,2024-01-13T04:30Z,193,192,high
2024-01-13T04:30Z,2024-01-13T05:00Z,185,197,high
2024-01-13T05:00Z,2024-01-13T05:30Z,193,202,high
2024-01-13T05:30Z,2024-01-13T06:00Z,205,202,high
2024-01-13T06:00Z,2024-01-13T06:30Z,218,206,high
2024-01-13T06:30Z,2024-01-13T07:00Z,205,218,high
2024-01-13T07:00Z,2024-01-13T07:30Z,216,223,high
2024-01-13T07:30Z,2024-01-13T08:00Z,218,231,high
2024-01-13T08:00Z,2024-01-13T08:30Z,224,235,high
2024-01-13T08:30Z,2024-01-13T09:00Z,228,222,high
2024-01-13T09:00Z,2024-01-13T09:30Z,238,222,high
2024-01-13T09:30Z,2024-01-13T10:00Z,226,221,high
2024-01-13T10:00Z,2024-01-13T10:30Z,219,221,high
2024-01-13T10:30Z,2024-01-13T11:00Z,219,218,high
2024-01-13T11:00Z,2024-01-13T11:30Z,219,218,high
2024-01-13T11:30Z,2024-01-13T12:00Z,216,219,high
2024-01-13T12:00Z,2024-01-13T12:30Z,214,221,high
2024-01-13T12:30Z,2024-01-13T13:00Z,220,223,high
2024-01-13T13:00Z,2024-01-13T13:30Z,221,221,high
2024-01-13T13:30Z,2024-01-13T14:00Z,223,222,high
2024-01-13T14:00Z,2024-01-13T14:30Z,221,231,high
2024-01-13T14:30Z,2024-01-13T15:00Z,220,233,high
2024-01-13T15:00Z,2024-01-13T15:30Z,229,238,high
2024-01-13T15:30Z,2024-01-13T16:00Z,228,239,high
2024-01-13T16:00Z,2024-01-13T16:30Z,237,237,high
2024-01-13T16:30Z,2024-01-13T17:00Z,241,249,high
2024-01-13T17:00Z,2024-01-13T17:30Z,234,247,high
2024-01-13T17:30Z,2024-01-13T18:00Z,243,245,high
2024-01-13T18:00Z,2024-01-13T18:30Z,251,246,high
2024-01-13T18:30Z,2024-01-13T19:00Z,250,255,high
2024-01-13T19:00Z,2024-01-13T19:30Z,249,255,high
2024-01-13T19:30Z,2024-01-13T20:00Z,253,255,high
2024-01-13T20:00Z,2024-01-13T20:30Z,249,251,high
2024-01-13T20:30Z,2024-01-13T21:00Z,243,248,high
2024-01-13T21:00Z,2024-01-13T21:30Z,238,240,high
2024-01-13T21:30Z,2024-01-13T22:00Z,231,237,high
2024-01-13T22:00Z,2024-01-13T22:30Z,217,237,high
2024-01-13T22:30Z,2024-01-13T23:00Z,229,196,high
2024-01-13T23:00Z,2024-01-13T23:30Z,232,194,high
2024-01-13T23:30Z,2024-01-14T00:00Z,210,185,moderate
2024-01-14T00:00Z,2024-01-14T00:30Z,199,187,moderate
2024-01-14T00:30Z,2024-01-14T01:00Z,196,192,high
2024-01-14T01:00Z,2024-01-14T01:30Z,189,185,moderate
2024-01-14T01:30Z,2024-01-14T02:00Z,193,186,moderate
2024-01-14T02:00Z,2024-01-14T02:30Z,190,191,high
2024-01-14T02:30Z,2024-01-14T03:00Z,192,190,high
2024-01-14T03:00Z,2024-01-14T03:30Z,190,190,high
2024-01-14T03:30Z,2024-01-14T04:00Z,202,200,high
2024-01-14T04:00Z,2024-01-14T04:30Z,198,200,high
2024-01-14T04:30Z,2024-01-14T05:00Z,204,197,high
2024-01-14T05:00Z,2024-01-14T05:30Z,209,196,high
2024-01-14T05:30Z,2024-01-14T06:00Z,211,195,high
2024-01-14T06:00Z,2024-01-14T06:30Z,207,191,high
2024-01-14T06:30Z,2024-01-14T07:00Z,203,198,high
2024-01-14T07:00Z,2024-01-14T07:30Z,211,200,high
2024-01-14T07:30Z,2024-01-14T08:00Z,206,199,high
2024-01-14T08:00Z,2024-01-14T08:30Z,210,200,high
2024-01-14T08:30Z,2024-01-14T09:00Z,198,199,high
2024-01-14T09:00Z,2024-01-14T09:30Z,196,192,high
2024-01-14T09:30Z,2024-01-14T10:00Z,196,186,moderate
2024-01-14T10:00Z,2024-01-14T10:30Z,193,181,moderate
2024-01-14T10:30Z,2024-01-14T11:00Z,175,172,moderate
2024-01-14T11:00Z,2024-01-14T11:30Z,170,171,moderate
2024-01-14T11:30Z,2024-01-14T12:00Z,167,173,moderate
2024-01-14T12:00Z,2024-01-14T12:30Z,156,173,moderate
2024-01-14T12:30Z,2024-01-14T13:00Z,158,172,moderate
2024-01-14T13:00Z,2024-01-14T13:30Z,157,171,moderate
2024-01-14T13:30Z,2024-01-14T14:00Z,153,167,moderate
2024-01-14T14:00Z,2024-01-14T14:30Z,156,168,moderate
2024-01-14T14:30Z,2024-01-14T15:00Z,154,183,moderate
2024-01-14T15:00Z,2024-01-14T15:30Z,152,186,moderate
2024-01-14T15:30Z,2024-01-14T16:00Z,166,188,moderate
2024-01-14T16:00Z,2024-01-14T16:30Z,169,194,high
2024-01-14T16:30Z,2024-01-14T17:00Z,162,191,high
2024-01-14T17:00Z,2024-01-14T17:30Z,164,190,high
2024-01-14T17:30Z,2024-01-14T18:00Z,173,197,high
2024-01-14T18:00Z,2024-01-14T18:30Z,172,195,high
2024-01-14T18:30Z,2024-01-14T19:00Z,171,199,high
2024-01-14T19:00Z,2024-01-14T19:30Z,174,192,high
2024-01-14T19:30Z,2024-01-14T20:00Z,172,177,moderate
2024-01-14T20:00Z,2024-01-14T20:30Z,170,167,moderate
2024-01-14T20:30Z,2024-01-14T21:00Z,166,148,moderate
2024-01-14T21:00Z,2024-01-14T21:30Z,157,134,moderate
2024-01-14T21:30Z,2024-01-14T22:00Z,144,124,moderate
2024-01-14T22:00Z,2024-01-14T22:30Z,143,121,moderate
2024-01-14T22:30Z,2024-01-14T23:00Z,119,109,low
2024-01-14T23:00Z,2024-01-14T23:30Z,112,99,low
2024-01-14T23:30Z,2024-01-15T00:00Z,117,99,low
2024-01-15T00:00Z,2024-01-15T00:30Z,98,99,low
2024-01-15T00:30Z,2024-01-15T01:00Z,95,81,low
2024-01-15T01:00Z,2024-01-15T01:30Z,97,76,low
2024-01-15T01:30Z,2024-01-15T02:00Z,85,81,low
2024-01-15T02:00Z,2024-01-15T02:30Z,76,82,low
2024-01-15T02:30Z,2024-01-15T03:00Z,79,85,low
2024-01-15T03:00Z,2024-01-15T03:30Z,78,81,low
2024-01-15T03:30Z,2024-01-15T04:00Z,79,89,low
2024-01-15T04:00Z,2024-01-15T04:30Z,81,91,low
2024-01-15T04:30Z,2024-01-15T05:00Z,87,112,moderate
2024-01-15T05:00Z,2024-01-15T05:30Z,93,140,moderate
2024-01-15T05:30Z,2024-01-15T06:00Z,113,178,moderate
2024-01-15T06:00Z,2024-01-15T06:30Z,151,199,high
2024-01-15T06:30Z,2024-01-15T07:00Z,171,209,high
2024-01-15T07:00Z,2024-01-15T07:30Z,200,214,high
2024-01-15T07:30Z,2024-01-15T08:00Z,207,216,high
2024-01-15T08:00Z,2024-01-15T08:30Z,208,222,high
2024-01-15T08:30Z,2024-01-15T09:00Z,215,219,high
2024-01-15T09:00Z,2024-01-15T09:30Z,215,213,high
2024-01-15T09:30Z,2024-01-15T10:00Z,213,210,high
2024-01-15T10:00Z,2024-01-15T10:30Z,208,204,high
2024-01-15T10:30Z,2024-01-15T11:00Z,201,199,high
2024-01-15T11:00Z,2024-01-15T11:30Z,201,197,high
2024-01-15T11:30Z,2024-01-15T12:00Z,198,196,high
2024-01-15T12:00Z,2024-01-15T12:30Z,190,196,high
2024-01-15T12:30Z,2024-01-15T13:00Z,192,194,high
2024-01-15T13:00Z,2024-01-15T13:30Z,199,197,high
2024-01-15T13:30Z,2024-01-15T14:00Z,194,202,high
2024-01-15T14:00Z,2024-01-15T14:30Z,204,206,high
2024-01-15T14:30Z,2024-01-15T15:00Z,207,215,high
2024-01-15T15:00Z,2024-01-15T15:30Z,211,224,high
2024-01-15T15:30Z,2024-01-15T16:00Z,224,232,high
2024-01-15T16:00Z,2024-01-15T16:30Z,225,238,high
2024-01-15T16:30Z,2024-01-15T17:00Z,232,241,high
2024-01-15T17:00Z,2024-01-15T17:30Z,234,244,high
2024-01-15T17:30Z,2024-01-15T18:00Z,237,245,high
2024-01-15T18:00Z,2024-01-15T18:30Z,243,245,high
2024-01-15T18:30Z,2024-01-15T19:00Z,244,241,high
2024-01-15T19:00Z,2024-01-15T19:30Z,249,250,high
2024-01-15T19:30Z,2024-01-15T20:00Z,246,261,high
2024-01-15T20:00Z,2024-01-15T20:30Z,253,262,high
2024-01-15T20:30Z,2024-01-15T21:00Z,265,265,high
2024-01-15T21:00Z,2024-01-15T21:30Z,262,260,high
2024-01-15T21:30Z,2024-01-15T22:00Z,256,253,high
2024-01-15T22:00Z,2024-01-15T22:30Z,257,252,high
2024-01-15T22:30Z,2024-01-15T23:00Z,243,256,high
2024-01-15T23:00Z,2024-01-15T23:30Z,258,259,high
2024-01-15T23:30Z,2024-01-16T00:00Z,250,256,high
2024-01-16T00:00Z,2024-01-16T00:30Z,261,261,high
2024-01-16T00:30Z,2024-01-16T01:00Z,249,260,high
2024-01-16T01:00Z,2024-01-16T01:30Z,257,263,high
2024-01-16T01:30Z,2024-01-16T02:00Z,262,274,very high
2024-01-16T02:00Z,2024-01-16T02:30Z,263,278,very high
2024-01-16T02:30Z,2024-01-16T03:00Z,270,278,very high
2024-01-16T03:00Z,2024-01-16T03:30Z,277,273,very high
2024-01-16T03:30Z,2024-01-16T04:00Z,273,276,very high
2024-01-16T04:00Z,2024-01-16T04:30Z,271,269,high
2024-01-16T04:30Z,2024-01-16T05:00Z,275,271,very high
2024-01-16T05:00Z,2024-01-16T05:30Z,278,269,high
2024-01-16T05:30Z,2024-01-16T06:00Z,283,275,very high
2024-01-16T06:00Z,2024-01-16T06:30Z,290,284,very high
2024-01-16T06:30Z,2024-01-16T07:00Z,283,284,very high
2024-01-16T07:00Z,2024-01-16T07:30Z,284,285,very high
2024-01-16T07:30Z,2024-01-16T08:00Z,282,280,very high
2024-01-16T08:00Z,2024-01-16T08:30Z,273,281,very high
2024-01-16T08:30Z,2024-01-16T09:00Z,282,278,very high
2024-01-16T09:00Z,2024-01-16T09:30Z,277,275,very high
2024-01-16T09:30Z,2024-01-16T10:00Z,275,275,very high
2024-01-16T10:00Z,2024-01-16T10:30Z,269,272,very high
2024-01-16T10:30Z,2024-01-16T11:00Z,269,263,high
2024-01-16T11:00Z,2024-01-16T11:30Z,269,263,high
2024-01-16T11:30Z,2024-01-16T12:00Z,264,259,high
2024-01-16T12:00Z,2024-01-16T12:30Z,262,254,high
2024-01-16T12:30Z,2024-01-16T13:00Z,260,253,high
2024-01-16T13:00Z,2024-01-16T13:30Z,256,253,high
2024-01-16T13:30Z,2024-01-16T14:00Z,256,253,high
2024-01-16T14:00Z,2024-01-16T14:30Z,256,258,high
2024-01-16T14:30Z,2024-01-16T15:00Z,254,249,high
2024-01-16T15:00Z,2024-01-16T15:30Z,252,240,high
2024-01-16T15:30Z,2024-01-16T16:00Z,257,236,high
2024-01-16T16:00Z,2024-01-16T16:30Z,253,237,high
2024-01-16T16:30Z,2024-01-16T17:00Z,234,229,high
2024-01-16T17:00Z,2024-01-16T17:30Z,231,229,high
2024-01-16T17:30Z,2024-01-16T18:00Z,225,228,high
2024-01-16T18:00Z,2024-01-16T18:30Z,226,227,high
2024-01-16T18:30Z,2024-01-16T19:00Z,226,237,high
2024-01-16T19:00Z,2024-01-16T19:30Z,227,235,high
2024-01-16T19:30Z,2024-01-16T20:00Z,234,233,high
2024-01-16T20:00Z,2024-01-16T20:30Z,234,231,high
2024-01-16T20:30Z,2024-01-16T21:00Z,224,235,high
2024-01-16T21:00Z,2024-01-16T21:30Z,219,230,high
2024-01-16T21:30Z,2024-01-16T22:00Z,220,221,high
2024-01-16T22:00Z,2024-01-16T22:30Z,207,213,high
2024-01-16T22:30Z,2024-01-16T23:00Z,182,200,high
2024-01-16T23:00Z,2024-01-16T23:30Z,212,201,high
2024-01-16T23:30Z,2024-01-17T00:00Z,204,211,high
2024-01-17T00:00Z,2024-01-17T00:30Z,204,218,high
2024-01-17T00:30Z,2024-01-17T01:00Z,210,220,high
2024-01-17T01:00Z,2024-01-17T01:30Z,213,221,high
2024-01-17T01:30Z,2024-01-17T02:00Z,224,218,high
2024-01-17T02:00Z,2024-01-17T02:30Z,230,225,high
2024-01-17T02:30Z,2024-01-17T03:00Z,231,230,high
2024-01-17T03:00Z,2024-01-17T03:30Z,238,239,high
2024-01-17T03:30Z,2024-01-17T04:00Z,240,247,high
2024-01-17T04:00Z,2024-01-17T04:30Z,244,256,high
2024-01-17T04:30Z,2024-01-17T05:00Z,259,272,very high
2024-01-17T05:00Z,2024-01-17T05:30Z,267,281,very high
2024-01-17T05:30Z,2024-01-17T06:00Z,281,283,very high
2024-01-17T06:00Z,2024-01-17T06:30Z,293,288,very high
2024-01-17T06:30Z,2024-01-17T07:00Z,290,279,very high
2024-01-17T07:00Z,2024-01-17T07:30Z,289,286,very high
2024-01-17T07:30Z,2024-01-17T08:00Z,277,286,very high
2024-01-17T08:00Z,2024-01-17T08:30Z,281,284,very high
2024-01-17T08:30Z,2024-01-17T09:00Z,289,276,very high
2024-01-17T09:00Z,2024-01-17T09:30Z,287,275,very high
2024-01-17T09:30Z,2024-01-17T10:00Z,279,276,very high
2024-01-17T10:00Z,2024-01-17T10:30Z,277,273,very high
2024-01-17T10:30Z,2024-01-17T11:00Z,275,265,high
2024-01-17T11:00Z,2024-01-17T11:30Z,277,269,high
2024-01-17T11:30Z,2024-01-17T12:00Z,271,272,very high
2024-01-17T12:00Z,2024-01-17T12:30Z,276,268,high
2024-01-17T12:30Z,2024-01-17T13:00Z,278,266,high
2024-01-17T13:00Z,2024-01-17T13:30Z,273,264,high
2024-01-17T13:30Z,2024-01-17T14:00Z,274,260,high
2024-01-17T14:00Z,2024-01-17T14:30Z,274,254,high
2024-01-17T14:30Z,2024-01-17T15:00Z,267,256,high
2024-01-17T15:00Z,2024-01-17T15:30Z,268,262,high
2024-01-17T15:30Z,2024-01-17T16:00Z,269,260,high
2024-01-17T16:00Z,2024-01-17T16:30Z,270,256,high
2024-01-17T16:30Z,2024-01-17T17:00Z,261,255,high
2024-01-17T17:00Z,2024-01-17T17:30Z,260,256,high
2024-01-17T17:30Z,2024-01-17T18:00Z,255,259,high
2024-01-17T18:00Z,2024-01-17T18:30Z,255,257,high
2024-01-17T18:30Z,2024-01-17T19:00Z,260,257,high
2024-01-17T19:00Z,2024-01-17T19:30Z,261,259,high
2024-01-17T19:30Z,2024-01-17T20:00Z,264,259,high
2024-01-17T20:00Z,2024-01-17T20:30Z,265,257,high
2024-01-17T20:30Z,2024-01-17T21:00Z,269,259,high
2024-01-17T21:00Z,2024-01-17T21:30Z,265,256,high
2024-01-17T21:30Z,2024-01-17T22:00Z,260,257,high
2024-01-17T22:00Z,2024-01-17T22:30Z,265,251,high
2024-01-17T22:30Z,2024-01-17T23:00Z,259,243,high
2024-01-17T23:00Z,2024-01-17T23:30Z,260,242,high
2024-01-17T23:30Z,2024-01-18T00:00Z,253,239,high
2024-01-18T00:00Z,2024-01-18T00:30Z,253,232,high
2024-01-18T00:30Z,2024-01-18T01:00Z,256,222,high
2024-01-18T01:00Z,2024-01-18T01:30Z,244,209,high
2024-01-18T01:30Z,2024-01-18T02:00Z,234,210,high
2024-01-18T02:00Z,2024-01-18T02:30Z,221,214,high
2024-01-18T02:30Z,2024-01-18T03:00Z,221,216,high
2024-01-18T03:00Z,2024-01-18T03:30Z,217,216,high
2024-01-18T03:30Z,2024-01-18T04:00Z,227,223,high
2024-01-18T04:00Z,2024-01-18T04:30Z,229,234,high
2024-01-18T04:30Z,2024-01-18T05:00Z,237,238,high
2024-01-18T05:00Z,2024-01-18T05:30Z,248,244,high
2024-01-18T05:30Z,2024-01-18T06:00Z,267,254,high
2024-01-18T06:00Z,2024-01-18T06:30Z,266,260,high
2024-01-18T06:30Z,2024-01-18T07:00Z,266,263,high
2024-01-18T07:00Z,2024-01-18T07:30Z,271,263,high
2024-01-18T07:30Z,2024-01-18T08:00Z,277,265,high
2024-01-18T08:00Z,2024-01-18T08:30Z,265,268,high
2024-01-18T08:30Z,2024-01-18T09:00Z,277,267,high
2024-01-18T09:00Z,2024-01-18T09:30Z,250,261,high
2024-01-18T09:30Z,2024-01-18T10:00Z,278,255,high
2024-01-18T10:00Z,2024-01-18T10:30Z,270,248,high
2024-01-18T10:30Z,2024-01-18T11:00Z,271,239,high
2024-01-18T11:00Z,2024-01-18T11:30Z,262,230,high
2024-01-18T11:30Z,2024-01-18T12:00Z,250,232,high
2024-01-18T12:00Z,2024-01-18T12:30Z,245,233,high
2024-01-18T12:30Z,2024-01-18T13:00Z,233,234,high
2024-01-18T13:00Z,2024-01-18T13:30Z,231,231,high
2024-01-18T13:30Z,2024-01-18T14:00Z,244,228,high
2024-01-18T14:00Z,2024-01-18T14:30Z,241,229,high
2024-01-18T14:30Z,2024-01-18T15:00Z,246,224,high
2024-01-18T15:00Z,2024-01-18T15:30Z,238,227,high
2024-01-18T15:30Z,2024-01-18T16:00Z,243,238,high
2024-01-18T16:00Z,2024-01-18T16:30Z,240,239,high
2024-01-18T16:30Z,2024-01-18T17:00Z,241,240,high
2024-01-18T17:00Z,2024-01-18T17:30Z,243,237,high
2024-01-18T17:30Z,2024-01-18T18:00Z,238,234,high
2024-01-18T18:00Z,2024-01-18T18:30Z,240,238,high
2024-01-18T18:30Z,2024-01-18T19:00Z,236,246,high
2024-01-18T19:00Z,2024-01-18T19:30Z,241,244,high
2024-01-18T19:30Z,2024-01-18T20:00Z,250,234,high
